Input_Term,Hiscox_COB,Full_Industry_Code,PL,GL,BOP,Cyber,Source
Chocolate candy merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Concentrates, fountain (except soft drink), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Confectionery merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Corn chips and related corn snacks merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Fountain fruits and syrups (except soft drink) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Fountain syrups (except soft drink) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Fruit concentrates, fountain, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Gum, chewing, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Nuts (e.g., canned, roasted, salted) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Popcorn merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Potato chips and related snacks merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Seeds (e.g., canned, roasted, salted) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Syrups, fountain (except soft drink), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Toppings, fountain, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Cured fish merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Fish (except canned, packaged frozen) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Fish, salted or preserved (except canned), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Fresh fish merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Fresh seafood merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Frozen fish (except packaged) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Frozen seafood (except packaged) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Seafood (except canned, packaged frozen) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Cutting of purchased carcasses (except boxed meat cut on an assembly line basis) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Deli meats (except poultry) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Fresh meats merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Frozen meats (except packaged) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Lard merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Meats and meat products (except canned, packaged frozen) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Meats, cured or smoked, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Meats, fresh, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Meats, frozen (except packaged), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Processed meats (e.g., luncheon, sausage) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Berries, fresh, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Fresh fruits, vegetables, and berries merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Fruits, fresh, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Health foods, fresh fruits and vegetables, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Produce, fresh, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Salads, prepackaged, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Vegetables, fresh, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Baby foods, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Bakery products (except frozen) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Beans, dry edible, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Beverage bases merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Beverage concentrates merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Bottled water (except water treating) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Bread, packaged (except frozen), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Breakfast cereals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Brewers' yeast merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Butter substitutes merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Cane sugar, refined, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Canned foods (e.g., fish, meat, seafood, soups) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Carbonated beverages merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cereal products merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Cheese, imitation or substitute, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Chocolate (except candy) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Chocolate coatings merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Chocolate syrups (except fountain) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Coffee merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cookies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cooking oils merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Corn milling products (except pet and livestock feeds) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Cornmeal, edible, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Crackers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Creamery products, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Dairy products, dried or canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Dessert powders merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Dried foods (e.g., fruits, milk, vegetables) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Egg substitutes merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Fish, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Flavoring extracts (except for fountain use) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Flour merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Fruits, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Gelatin, edible, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Health foods (except fresh fruits, vegetables) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Honey merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Hop extract merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Ice cream cones merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Jellies and jams merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Juices, canned or fresh, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Macaroni merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Malt extract merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Malt merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Maple syrup merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Margarine merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Marmalade merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Meats, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Milk substitutes merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Milk, canned or dried, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Mixes (e.g., cake, dessert, pie) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Molasses merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Nondairy creamers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Nondairy milk merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Nondairy yogurt merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Oils, cooking and salad, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Pet food merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Pizzas (except frozen) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Poultry, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Prepared foods (except frozen) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Pretzels (except frozen) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Rice, polished, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Salad dressings merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Salad oils merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Salt, table, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Sandwiches merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Sausage casings merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Seafood, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Shortening, vegetable, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Soft drinks merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Soups (except frozen) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Spaghetti merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Spices merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Sport energy drinks merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Sugar, refined, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Syrup (except fountain) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Tea merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Toppings (except fountain) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Vegetables, canned, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Water, bottled (except water treating), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Yeast merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Beans, dry inedible, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Corn, raw (except seed corn), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Dry beans, inedible, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Grain elevators merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Grain merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Rice, unpolished, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Soybeans merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Wheat merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Auction markets, livestock (except horses, mules), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Cattle merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Goats merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Hogs merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Livestock (except horses, mules, and feedlots) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Sheep merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Swine merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Animal hair, wool, or mohair merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Auction markets, tobacco, horses, mules, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Bees merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Bovine semen merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Bristles merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Broomcorn merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cannabis merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Chicks, live, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Cocoa beans merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Cotton, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Feathers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Fibers, vegetable, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Furs, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Hemp merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Hides merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Hops merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Horses merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Leaf tobacco merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Marijuana merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Mohair, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Mules merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Nuts, unprocessed or shelled only, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Oil kernels merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Oil nuts merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Oilseeds merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Peanuts, bulk, unprocessed, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Pelts, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Raw farm products (except field beans, grains) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Semen, bovine, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Silk, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Skins, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Sod merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Spices, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Sugar, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Tobacco, leaf, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Wool tops and noils merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Wool, raw, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Cellulose film merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Foam, plastics, resins and shapes, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Nylon resins merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Plasticizers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Plastics basic shapes (e.g., film, rod, sheet, sheeting, tubing) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Plastics foam merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Plastics materials merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Plastics resins merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Polyester resins merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Resins, plastics, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Stabilizers, plastic, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Acids merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Adhesives and sealants merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Alcohol, industrial, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Alkalies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Alternative fuels, not blended with petroleum, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Ammonia (except fertilizer material) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Antifreeze merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Aromatic chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Automotive chemicals (except lubricating greases, lubrication oils) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Biodiesel, not blended with petroleum, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Biofuels, not blended with petroleum, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Bleaches merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cannabidiol (CBD oil) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Carbon black merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Caulking materials merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Caustic soda merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Chemical additives (e.g., concrete, food, fuel, oil) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Chemical gases merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Chemicals (except agriculture) (e.g., automotive, household, industrial, photographic) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Chlorine merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cleaning compounds and preparations merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Coal tar distillates and resins merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Coal tar products, primary and intermediate, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Compressed gases (except LP gas) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Concrete additives merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cyclic crudes and intermediates merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Deodorants (except personal) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Detergents merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Detonators (except ammunition) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Disinfectants (except agricultural) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Drilling muds merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Dry ice merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Drycleaning solvents and chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Dyes, industrial, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Dyestuffs merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Dynamite merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Electronic cigarette vapor liquids merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Essential oils merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Ethanol, not blended with petroleum, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Explosives (except ammunition, fireworks) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Fabric softeners merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Fibers, manmade, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Fire extinguisher preparations merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Food additives, chemical, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Fuel additives merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Gases, compressed and liquefied (except liquefied petroleum gas), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Gelatin, inedible, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Glues merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Gum and wood chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Ice, dry, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Industrial chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Industrial gases merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Industrial salts merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Inorganic chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Insecticides (except lawn and agricultural) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Janitorial chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Laundry soap, chips, and powder, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Liquefied gases (except LP) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Manmade fibers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Mastics (except construction) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Medical gases merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Metal cyanides merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Metalworking compounds merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Nylon fibers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Oil additives merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Oil drilling muds merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Organic chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Pesticides (except agricultural) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Polishes (e.g., automobile, furniture, metal, shoe, stove) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Polyester fibers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Refrigerants merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Resins, synthetic rubber, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Rosins merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Salts, industrial, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Sealants merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Sulfuric acid merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Surface active agents merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Synthetic rubber merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Turpentine merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Water softening compounds merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Waxes (except petroleum) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Welding gases merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Wood treating preparations merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Alternative fuels, blended with petroleum, bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Asphalt binder bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Asphalt, liquid, bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Biodiesel, blended with petroleum, bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Biofuels, blended with petroleum, bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Bulk gasoline stations, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Bulk stations, petroleum, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Compressed liquefied petroleum gas (LPG) bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Crude oil terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Diesel fuel bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Ethanol, blended with petroleum, bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Fuel oil bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Gasohol bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Gasoline bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Heating oil bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Jet fuel bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Kerosene bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Liquefied petroleum gas (LPG) bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Lubricating oils and greases bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Oil, petroleum, bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Petroleum and petroleum products bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Propane bulk stations and terminals, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Terminals, petroleum, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Alternative fuels, blended with petroleum, merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Asphalt binder merchant wholesalers (except bulk stations, terminals) ",OOA,                                    ,No,No,No ,No,NAICS
"Asphalt, liquid, merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Biodiesel, blended with petroleum, merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Biofuels, blended with petroleum, merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Butane gas merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Crude oil merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Diesel fuel merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Ethanol, blended with petroleum, merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Fuel oil merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
Fuel oil truck jobbers,OOA,                                    ,No,No,No ,No,NAICS
"Fuel, aircraft, merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Fueling aircraft (except on contract basis), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Gasohol merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Gasoline merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Kerosene merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Liquefied petroleum gas (LPG) merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Lubricating oils and greases merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Oil, petroleum, merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Petroleum and petroleum products merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
Petroleum coke merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Propane merchant wholesalers (except bulk stations, terminals)",OOA,                                    ,No,No,No ,No,NAICS
"Alcoholic beverages (except distilled spirits, wine) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Ale merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Beer merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Beverages, alcoholic (except distilled spirits, wine), merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Fermented malt beverages merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Malt liquor merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Porter merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Alcoholic beverages, wine, and distilled spirits merchant wholesalers ",OOA,                                    ,No,No,No ,No,NAICS
"Beverages, wine and distilled spirits, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Brandy and brandy spirits merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Cocktails, alcoholic, premixed, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Distilled alcoholic beverages merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Ethyl alcohol merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
